NUMBER_OF_SALES,NUMBER_OF_UNIQUE_PRODUCTS,NUMBER_OF_STORES,TRANSACTION_DATE,DAY_OF_MONTH,MONTH_NAME,DAY_OF_WEEK,MONTH_ID,TIME_BUCKETS,REVENUE,DAY_CATEGORY
174,61,3,2023-04-21,21,Apr,5,202304,Afternoon,866.05,Weekday
91,46,3,2023-04-21,21,Apr,5,202304,Evening,433.80,Weekday
15,14,1,2023-04-21,21,Apr,5,202304,Night,62.35,Weekday
450,70,3,2023-04-22,22,Apr,6,202304,Morning,2318.30,Weekday
240,58,3,2023-04-22,22,Apr,6,202304,Afternoon,1149.88,Weekday
108,51,3,2023-04-22,22,Apr,6,202304,Evening,493.40,Weekday
496,69,3,2023-04-23,23,Apr,0,202304,Morning,2591.69,Weekday
234,60,3,2023-04-23,23,Apr,0,202304,Afternoon,1116.50,Weekday
125,52,3,2023-04-23,23,Apr,0,202304,Evening,613.10,Weekday
500,67,3,2023-04-24,24,Apr,1,202304,Morning,2408.55,Weekday
266,56,3,2023-04-24,24,Apr,1,202304,Afternoon,1241.05,Weekday
127,50,3,2023-04-24,24,Apr,1,202304,Evening,615.85,Weekday
481,69,3,2023-04-25,25,Apr,2,202304,Morning,2431.10,Weekday
256,61,3,2023-04-25,25,Apr,2,202304,Afternoon,1225.50,Weekday
126,50,3,2023-04-25,25,Apr,2,202304,Evening,598.40,Weekday
500,70,3,2023-04-26,26,Apr,3,202304,Morning,2581.95,Weekday
271,60,3,2023-04-26,26,Apr,3,202304,Afternoon,1330.10,Weekday
144,54,3,2023-04-26,26,Apr,3,202304,Evening,647.40,Weekday
518,59,3,2023-04-27,27,Apr,4,202304,Morning,2430.05,Weekday
273,57,3,2023-04-27,27,Apr,4,202304,Afternoon,1280.85,Weekday
150,55,3,2023-04-27,27,Apr,4,202304,Evening,663.75,Weekday
13,12,1,2023-04-27,27,Apr,4,202304,Night,52.45,Weekday
277,51,3,2023-04-28,28,Apr,5,202304,Morning,1229.55,Weekday
323,52,3,2023-04-28,28,Apr,5,202304,Afternoon,1436.55,Weekday
169,48,3,2023-04-28,28,Apr,5,202304,Evening,707.70,Weekday
223,52,3,2023-04-29,29,Apr,6,202304,Morning,951.30,Weekday
303,52,3,2023-04-29,29,Apr,6,202304,Afternoon,1336.45,Weekday
148,46,3,2023-04-29,29,Apr,6,202304,Evening,665.75,Weekday
486,68,3,2023-04-30,30,Apr,0,202304,Morning,2185.68,Weekday
215,58,3,2023-04-30,30,Apr,0,202304,Afternoon,939.45,Weekday
80,47,3,2023-04-30,30,Apr,0,202304,Evening,403.70,Weekday
4,4,1,2023-04-30,30,Apr,0,202304,Night,23.50,Weekday
308,52,3,2023-05-01,1,May,1,202305,Morning,1426.50,Weekday
488,52,3,2023-05-01,1,May,1,202305,Afternoon,2181.65,Weekday
266,51,3,2023-05-02,2,May,2,202305,Morning,1193.80,Weekday
506,52,3,2023-05-02,2,May,2,202305,Afternoon,2243.40,Weekday
254,51,3,2023-05-01,1,May,1,202305,Evening,1123.30,Weekday
268,52,3,2023-05-02,2,May,2,202305,Evening,1188.30,Weekday
326,52,3,2023-05-03,3,May,3,202305,Morning,1449.85,Weekday
485,52,3,2023-05-03,3,May,3,202305,Afternoon,2144.95,Weekday
265,50,3,2023-05-03,3,May,3,202305,Evening,1119.80,Weekday
265,50,3,2023-05-04,4,May,4,202305,Morning,1188.50,Weekday
508,52,3,2023-05-04,4,May,4,202305,Afternoon,2299.30,Weekday
256,52,3,2023-05-04,4,May,4,202305,Evening,1101.90,Weekday
489,52,3,2023-05-05,5,May,5,202305,Afternoon,2201.90,Weekday
256,52,3,2023-05-06,6,May,6,202305,Morning,1099.50,Weekday
469,52,3,2023-05-06,6,May,6,202305,Afternoon,2055.45,Weekday
230,52,3,2023-05-06,6,May,6,202305,Evening,1050.20,Weekday
217,55,3,2023-05-07,7,May,0,202305,Afternoon,943.80,Weekday
141,53,2,2023-05-07,7,May,0,202305,Evening,619.50,Weekday
668,69,3,2023-05-08,8,May,1,202305,Morning,3091.78,Weekday
340,64,3,2023-05-08,8,May,1,202305,Afternoon,1647.33,Weekday
8,8,1,2023-05-08,8,May,1,202305,Night,34.30,Weekday
718,70,3,2023-05-09,9,May,2,202305,Morning,3300.18,Weekday
236,63,3,2023-05-09,9,May,2,202305,Afternoon,1169.27,Weekday
136,55,3,2023-05-09,9,May,2,202305,Evening,615.07,Weekday
4,4,1,2023-05-09,9,May,2,202305,Night,16.45,Weekday
774,74,3,2023-05-10,10,May,3,202305,Morning,3533.93,Weekday
266,62,3,2023-05-10,10,May,3,202305,Afternoon,1161.75,Weekday
123,52,3,2023-05-10,10,May,3,202305,Evening,560.65,Weekday
700,74,3,2023-05-11,11,May,4,202305,Morning,3210.78,Weekday
257,62,3,2023-05-11,11,May,4,202305,Afternoon,1139.15,Weekday
110,49,3,2023-05-11,11,May,4,202305,Evening,500.13,Weekday
657,73,3,2023-05-12,12,May,5,202305,Morning,3012.38,Weekday
245,66,3,2023-05-12,12,May,5,202305,Afternoon,1108.95,Weekday
138,54,3,2023-05-12,12,May,5,202305,Evening,559.80,Weekday
744,73,3,2023-05-13,13,May,6,202305,Morning,3503.88,Weekday
268,64,3,2023-05-13,13,May,6,202305,Afternoon,1360.10,Weekday
117,53,3,2023-05-13,13,May,6,202305,Evening,561.55,Weekday
19,19,1,2023-05-13,13,May,6,202305,Night,86.00,Weekday
211,67,3,2023-05-14,14,May,0,202305,Afternoon,1023.60,Weekday
108,56,3,2023-05-14,14,May,0,202305,Evening,544.45,Weekday
12,11,1,2023-05-14,14,May,0,202305,Night,64.53,Weekday
775,76,3,2023-05-15,15,May,1,202305,Morning,3658.78,Weekday
255,60,3,2023-05-15,15,May,1,202305,Afternoon,1082.75,Weekday
279,63,3,2023-05-16,16,May,2,202305,Afternoon,1193.90,Weekday
129,50,3,2023-05-16,16,May,2,202305,Evening,625.60,Weekday
710,70,3,2023-05-17,17,May,3,202305,Morning,3956.80,Weekday
205,59,3,2023-05-17,17,May,3,202305,Afternoon,960.85,Weekday
99,47,3,2023-05-17,17,May,3,202305,Evening,500.35,Weekday
778,76,3,2023-05-18,18,May,4,202305,Morning,3575.49,Weekday
296,66,3,2023-05-18,18,May,4,202305,Afternoon,1407.68,Weekday
828,72,3,2023-05-19,19,May,5,202305,Morning,3858.18,Weekday
247,61,3,2023-05-19,19,May,5,202305,Afternoon,1123.80,Weekday
139,55,3,2023-05-19,19,May,5,202305,Evening,675.90,Weekday
760,75,3,2023-05-20,20,May,6,202305,Morning,3602.10,Weekday
253,65,3,2023-05-20,20,May,6,202305,Afternoon,1216.05,Weekday
134,60,3,2023-05-20,20,May,6,202305,Evening,591.13,Weekday
19,16,1,2023-05-20,20,May,6,202305,Night,110.00,Weekday
664,72,3,2023-05-21,21,May,0,202305,Morning,3407.51,Weekday
236,66,3,2023-05-21,21,May,0,202305,Afternoon,1198.50,Weekday
22,21,1,2023-05-21,21,May,0,202305,Night,141.30,Weekday
620,70,3,2023-05-22,22,May,1,202305,Morning,3194.38,Weekday
617,70,3,2023-05-23,23,May,2,202305,Morning,3154.86,Weekday
290,57,3,2023-05-23,23,May,2,202305,Afternoon,1294.70,Weekday
168,53,3,2023-05-23,23,May,2,202305,Evening,793.35,Weekday
580,71,3,2023-05-24,24,May,3,202305,Morning,2901.10,Weekday
367,57,3,2023-05-24,24,May,3,202305,Afternoon,1717.05,Weekday
157,52,3,2023-05-24,24,May,3,202305,Evening,773.30,Weekday
586,71,3,2023-05-25,25,May,4,202305,Morning,3045.85,Weekday
142,51,3,2023-05-25,25,May,4,202305,Evening,675.55,Weekday
314,59,3,2023-05-26,26,May,5,202305,Afternoon,1490.20,Weekday
174,55,3,2023-05-26,26,May,5,202305,Evening,761.05,Weekday
669,64,3,2023-05-27,27,May,6,202305,Morning,3106.80,Weekday
325,61,3,2023-05-27,27,May,6,202305,Afternoon,1618.00,Weekday
20,17,1,2023-05-27,27,May,6,202305,Night,78.25,Weekday
426,52,3,2023-05-28,28,May,0,202305,Afternoon,1878.60,Weekday
198,49,3,2023-05-28,28,May,0,202305,Evening,809.70,Weekday
337,52,3,2023-05-29,29,May,1,202305,Morning,1470.35,Weekday
401,52,3,2023-05-29,29,May,1,202305,Afternoon,1750.55,Weekday
168,49,3,2023-05-29,29,May,1,202305,Evening,738.60,Weekday
637,73,3,2023-05-30,30,May,2,202305,Morning,3094.88,Weekday
264,57,3,2023-05-30,30,May,2,202305,Afternoon,1246.05,Weekday
121,51,3,2023-05-30,30,May,2,202305,Evening,494.55,Weekday
637,75,3,2023-05-31,31,May,3,202305,Morning,3076.42,Weekday
220,59,3,2023-05-31,31,May,3,202305,Afternoon,1035.51,Weekday
5,5,2,2023-05-31,31,May,3,202305,Night,17.10,Weekday
332,52,3,2023-06-01,1,Jun,4,202306,Morning,1541.90,Weekday
297,52,3,2023-06-02,2,Jun,5,202306,Morning,1291.50,Weekday
544,52,3,2023-06-02,2,Jun,5,202306,Afternoon,2431.30,Weekday
337,51,3,2023-06-03,3,Jun,6,202306,Morning,1513.30,Weekday
286,51,3,2023-06-03,3,Jun,6,202306,Evening,1272.95,Weekday
309,51,3,2023-06-04,4,Jun,0,202306,Morning,1409.90,Weekday
531,52,3,2023-06-04,4,Jun,0,202306,Afternoon,2378.10,Weekday
274,52,3,2023-06-04,4,Jun,0,202306,Evening,1197.15,Weekday
318,51,3,2023-06-05,5,Jun,1,202306,Morning,1349.50,Weekday
545,52,3,2023-06-05,5,Jun,1,202306,Afternoon,2424.70,Weekday
247,52,3,2023-06-05,5,Jun,1,202306,Evening,1136.95,Weekday
305,52,3,2023-06-06,6,Jun,2,202306,Morning,1307.35,Weekday
499,52,3,2023-06-06,6,Jun,2,202306,Afternoon,2204.25,Weekday
237,50,3,2023-06-06,6,Jun,2,202306,Evening,1087.30,Weekday
672,67,3,2023-06-07,7,Jun,3,202306,Morning,3066.90,Weekday
250,56,3,2023-06-07,7,Jun,3,202306,Afternoon,1098.85,Weekday
138,49,2,2023-06-07,7,Jun,3,202306,Evening,612.45,Weekday
23,18,1,2023-06-07,7,Jun,3,202306,Night,104.90,Weekday
346,64,3,2023-06-08,8,Jun,4,202306,Afternoon,1647.23,Weekday
205,67,3,2023-06-08,8,Jun,4,202306,Evening,1047.55,Weekday
10,10,1,2023-06-08,8,Jun,4,202306,Night,42.30,Weekday
259,65,3,2023-06-09,9,Jun,5,202306,Afternoon,1209.69,Weekday
7,7,1,2023-06-09,9,Jun,5,202306,Night,25.95,Weekday
812,72,3,2023-06-10,10,Jun,6,202306,Morning,3751.45,Weekday
277,65,3,2023-06-10,10,Jun,6,202306,Afternoon,1256.15,Weekday
121,52,3,2023-06-10,10,Jun,6,202306,Evening,619.15,Weekday
787,71,3,2023-06-11,11,Jun,0,202306,Morning,3462.98,Weekday
294,66,3,2023-06-11,11,Jun,0,202306,Afternoon,1412.98,Weekday
725,69,3,2023-06-12,12,Jun,1,202306,Morning,3288.00,Weekday
161,55,3,2023-06-12,12,Jun,1,202306,Evening,738.80,Weekday
840,73,3,2023-06-13,13,Jun,2,202306,Morning,3933.11,Weekday
281,66,3,2023-06-13,13,Jun,2,202306,Afternoon,1509.75,Weekday
135,56,3,2023-06-13,13,Jun,2,202306,Evening,626.90,Weekday
824,78,3,2023-06-14,14,Jun,3,202306,Morning,3923.86,Weekday
227,68,3,2023-06-14,14,Jun,3,202306,Afternoon,1199.98,Weekday
125,59,3,2023-06-14,14,Jun,3,202306,Evening,600.65,Weekday
18,14,1,2023-06-14,14,Jun,3,202306,Night,112.03,Weekday
834,76,3,2023-06-15,15,Jun,4,202306,Morning,3939.51,Weekday
144,57,3,2023-06-15,15,Jun,4,202306,Evening,736.50,Weekday
868,75,3,2023-06-16,16,Jun,5,202306,Morning,3929.98,Weekday
337,63,3,2023-06-16,16,Jun,5,202306,Afternoon,1478.15,Weekday
126,50,3,2023-06-16,16,Jun,5,202306,Evening,603.30,Weekday
766,71,3,2023-06-17,17,Jun,6,202306,Morning,4572.35,Weekday
219,61,3,2023-06-17,17,Jun,6,202306,Afternoon,981.90,Weekday
114,51,3,2023-06-17,17,Jun,6,202306,Evening,563.35,Weekday
847,75,3,2023-06-18,18,Jun,0,202306,Morning,3920.66,Weekday
308,65,3,2023-06-18,18,Jun,0,202306,Afternoon,1413.23,Weekday
135,61,3,2023-06-18,18,Jun,0,202306,Evening,692.20,Weekday
904,74,3,2023-06-19,19,Jun,1,202306,Morning,4347.56,Weekday
295,62,3,2023-06-19,19,Jun,1,202306,Afternoon,1269.35,Weekday
144,56,3,2023-06-19,19,Jun,1,202306,Evening,787.00,Weekday
791,75,3,2023-06-20,20,Jun,2,202306,Morning,3555.43,Weekday
129,58,3,2023-06-20,20,Jun,2,202306,Evening,539.03,Weekday
21,18,1,2023-06-20,20,Jun,2,202306,Night,126.40,Weekday
745,74,3,2023-06-21,21,Jun,3,202306,Morning,3728.18,Weekday
260,68,3,2023-06-21,21,Jun,3,202306,Afternoon,1331.60,Weekday
26,23,1,2023-06-21,21,Jun,3,202306,Night,150.30,Weekday
624,68,3,2023-06-22,22,Jun,4,202306,Morning,3103.95,Weekday
364,63,3,2023-06-22,22,Jun,4,202306,Afternoon,1764.65,Weekday
159,58,3,2023-06-22,22,Jun,4,202306,Evening,746.50,Weekday
655,71,3,2023-06-23,23,Jun,5,202306,Morning,3377.61,Weekday
332,60,3,2023-06-23,23,Jun,5,202306,Afternoon,1530.10,Weekday
180,54,3,2023-06-23,23,Jun,5,202306,Evening,874.15,Weekday
653,70,3,2023-06-24,24,Jun,6,202306,Morning,3237.40,Weekday
384,59,3,2023-06-24,24,Jun,6,202306,Afternoon,1812.40,Weekday
177,53,3,2023-06-24,24,Jun,6,202306,Evening,856.30,Weekday
652,70,3,2023-06-25,25,Jun,0,202306,Morning,3260.15,Weekday
362,65,3,2023-06-25,25,Jun,0,202306,Afternoon,1714.95,Weekday
160,52,3,2023-06-25,25,Jun,0,202306,Evening,779.75,Weekday
676,70,3,2023-06-26,26,Jun,1,202306,Morning,3383.65,Weekday
336,60,3,2023-06-26,26,Jun,1,202306,Afternoon,1652.25,Weekday
734,64,3,2023-06-27,27,Jun,2,202306,Morning,3434.40,Weekday
179,56,3,2023-06-27,27,Jun,2,202306,Evening,793.10,Weekday
20,17,1,2023-06-27,27,Jun,2,202306,Night,80.25,Weekday
419,52,3,2023-06-28,28,Jun,3,202306,Morning,1874.00,Weekday
446,52,3,2023-06-28,28,Jun,3,202306,Afternoon,1984.80,Weekday
205,51,3,2023-06-28,28,Jun,3,202306,Evening,870.10,Weekday
365,52,3,2023-06-29,29,Jun,4,202306,Morning,1600.40,Weekday
208,52,3,2023-06-29,29,Jun,4,202306,Evening,935.85,Weekday
729,71,3,2023-06-30,30,Jun,5,202306,Morning,3777.64,Weekday
220,58,3,2023-06-30,30,Jun,5,202306,Afternoon,1045.03,Weekday
104,60,3,2023-04-14,14,Apr,5,202304,Evening,561.95,Weekday
557,69,3,2023-04-20,20,Apr,4,202304,Morning,2532.03,Weekday
318,52,3,2023-05-05,5,May,5,202305,Morning,1353.75,Weekday
255,52,3,2023-05-05,5,May,5,202305,Evening,1145.35,Weekday
630,63,3,2023-05-07,7,May,0,202305,Morning,2871.40,Weekday
24,19,1,2023-05-07,7,May,0,202305,Night,108.00,Weekday
170,60,3,2023-05-08,8,May,1,202305,Evening,830.80,Weekday
740,75,3,2023-05-14,14,May,0,202305,Morning,3420.07,Weekday
126,56,3,2023-05-15,15,May,1,202305,Evening,643.45,Weekday
811,73,3,2023-05-16,16,May,2,202305,Morning,3722.63,Weekday
118,61,3,2023-05-18,18,May,4,202305,Evening,600.30,Weekday
131,54,3,2023-05-21,21,May,0,202305,Evening,623.50,Weekday
337,60,3,2023-05-22,22,May,1,202305,Afternoon,1581.88,Weekday
160,58,3,2023-05-22,22,May,1,202305,Evening,764.90,Weekday
315,63,3,2023-05-25,25,May,4,202305,Afternoon,1509.45,Weekday
601,71,3,2023-05-26,26,May,5,202305,Morning,3049.70,Weekday
169,53,3,2023-05-27,27,May,6,202305,Evening,756.10,Weekday
375,52,3,2023-05-28,28,May,0,202305,Morning,1650.35,Weekday
120,50,3,2023-05-31,31,May,3,202305,Evening,555.10,Weekday
532,52,3,2023-06-01,1,Jun,4,202306,Afternoon,2401.05,Weekday
286,51,3,2023-06-01,1,Jun,4,202306,Evening,1284.05,Weekday
537,52,3,2023-06-03,3,Jun,6,202306,Afternoon,2380.40,Weekday
708,74,3,2023-06-08,8,Jun,4,202306,Morning,3414.51,Weekday
801,74,3,2023-06-09,9,Jun,5,202306,Morning,3883.47,Weekday
157,55,3,2023-06-09,9,Jun,5,202306,Evening,748.05,Weekday
127,56,3,2023-06-11,11,Jun,0,202306,Evening,542.65,Weekday
276,66,3,2023-06-12,12,Jun,1,202306,Afternoon,1301.90,Weekday
25,24,1,2023-06-13,13,Jun,2,202306,Night,119.60,Weekday
259,63,3,2023-06-15,15,Jun,4,202306,Afternoon,1130.23,Weekday
261,64,3,2023-06-20,20,Jun,2,202306,Afternoon,1273.80,Weekday
122,56,3,2023-06-21,21,Jun,3,202306,Evening,598.30,Weekday
183,53,3,2023-06-26,26,Jun,1,202306,Evening,840.00,Weekday
344,60,3,2023-06-27,27,Jun,2,202306,Afternoon,1667.90,Weekday
436,52,3,2023-06-29,29,Jun,4,202306,Afternoon,1914.50,Weekday
139,57,3,2023-06-30,30,Jun,5,202306,Evening,626.30,Weekday
7,7,2,2023-06-30,30,Jun,5,202306,Night,32.35,Weekday
302,52,3,2023-06-02,2,Jun,5,202306,Evening,1333.70,Weekday
